stock_code,short_name,list_date2
300150,世纪瑞尔,2010-12-22
300151,昌红科技,2010-12-22
300152,新动力,2010-12-29
300153,科泰电源,2010-12-29
300154,瑞凌股份,2010-12-29
300155,安居宝,2011-01-07
300156,神雾退,
300157,新锦动力,2011-01-07
300158,振东制药,2011-01-07
300159,新研股份,2011-01-07
300160,秀强股份,2011-01-13
300161,华中数控,2011-01-13
300162,雷曼光电,2011-01-13
300163,先锋新材,2011-01-13
300164,通源石油,2011-01-13
300165,天瑞仪器,2011-01-25
300166,东方国信,2011-01-25
300167,ST迪威迅,2011-01-25
300168,万达信息,2011-01-25
300169,天晟新材,2011-01-25
300170,汉得信息,2011-02-01
300171,东富龙,2011-02-01
300172,中电环保,2011-02-01
300173,福能东方,2011-02-01
300174,元力股份,2011-02-01
300175,朗源股份,2011-02-15
300176,派生科技,2011-02-15
300177,中海达,2011-02-15
300178,腾邦退,
300179,四方达,2011-02-15
300180,华峰超纤,2011-02-22
300181,佐力药业,2011-02-22
300182,捷成股份,2011-02-22
300183,东软载波,2011-02-22
300184,力源信息,2011-02-22
300185,通裕重工,2011-03-08
300186,大华农,
300187,永清环保,2011-03-08
300188,美亚柏科,2011-03-16
300189,神农科技,2011-03-16
300190,维尔利,2011-03-16
300191,潜能恒信,2011-03-16
300192,科德教育,2011-03-22
300193,佳士科技,2011-03-22
300194,福安药业,2011-03-22
300195,长荣股份,2011-03-29
300196,长海股份,2011-03-29
300197,节能铁汉,2011-03-29
300198,纳川股份,2011-04-07
300199,翰宇药业,2011-04-07
300200,高盟新材,2011-04-07
300201,海伦哲,2011-04-07
300202,聚龙退,
300203,聚光科技,2011-04-15
300204,舒泰神,2011-04-15
300205,天喻信息,2011-04-21
300206,理邦仪器,2011-04-21
300207,欣旺达,2011-04-21
300208,青岛中程,2011-04-26
300209,ST有棵树,2011-04-26
300210,森远股份,2011-04-26
300211,亿通科技,2011-05-05
300212,易华录,2011-05-05
300213,佳讯飞鸿,2011-05-05
300214,日科化学,2011-05-11
300215,电科院,2011-05-11
300216,千山退,
300217,东方电热,2011-05-18
300218,安利股份,2011-05-18
300219,鸿利智汇,2011-05-18
300220,ST金运,2011-05-25
300221,银禧科技,2011-05-25
300222,科大智能,2011-05-25
300223,北京君正,2011-05-31
300224,正海磁材,2011-05-31
300225,金力泰,2011-05-31
300226,上海钢联,2011-06-08
300227,光韵达,2011-06-08
300228,富瑞特装,2011-06-08
300229,拓尔思,2011-06-15
300230,永利股份,2011-06-15
300231,银信科技,2011-06-15
300232,洲明科技,2011-06-22
300233,金城医药,2011-06-22
300234,开尔新材,2011-06-22
300235,方直科技,2011-06-29
300236,上海新阳,2011-06-29
300237,美晨生态,2011-06-29
300238,冠昊生物,2011-07-06
300239,东宝生物,2011-07-06
300240,飞力达,2011-07-06
300241,瑞丰光电,2011-07-12
300242,佳云科技,2011-07-12
300243,瑞丰高材,2011-07-12
300244,迪安诊断,2011-07-19
300245,天玑科技,2011-07-19
300246,宝莱特,2011-07-19
300247,融捷健康,2011-07-29
300248,新开普,2011-07-29
300249,依米康,2011-08-03
300250,初灵信息,2011-08-03
300251,光线传媒,2011-08-03
300252,金信诺,2011-08-18
300253,卫宁健康,2011-08-18
300254,仟源医药,2011-08-19
300255,常山药业,2011-08-19
300256,星星科技,2011-08-19
300257,开山股份,2011-08-19
300258,精锻科技,2011-08-26
300259,新天科技,2011-08-31
300260,新莱应材,2011-09-06
300261,雅本化学,2011-09-06
300262,巴安水务,2011-09-16
300263,隆华科技,2011-09-16
300264,佳创视讯,2011-09-16
300265,通光线缆,2011-09-16
300266,兴源环境,2011-09-27
300267,尔康制药,2011-09-27
300268,*ST佳沃,2011-09-27
300269,联建光电,2011-10-12
300270,中威电子,2011-10-12
300271,华宇软件,2011-10-26
300272,开能健康,2011-11-02
300273,和佳退,
300274,阳光电源,2011-11-02
300275,梅安森,2011-11-02
300276,三丰智能,2011-11-15
300277,海联讯,2011-11-23
300278,华昌达,2011-12-16
300279,和晶科技,2011-12-29
300280,紫天科技,2011-12-29
300281,金明精机,2011-12-29
300282,*ST三盛,2011-12-29
300283,温州宏丰,2012-01-10
300284,苏交科,2012-01-10
300285,国瓷材料,2012-01-13
300286,安科瑞,2012-01-13
300287,飞利信,2012-02-01
300288,朗玛信息,2012-02-16
300289,利德曼,2012-02-16
300290,荣科科技,2012-02-16
300291,百纳千成,2012-02-09
300292,吴通控股,2012-02-29
300293,蓝英装备,2012-03-08
300294,博雅生物,2012-03-08
300295,三六五网,2012-03-15
300296,利亚德,2012-03-15
300297,蓝盾退,
300298,三诺生物,2012-03-19
300299,富春股份,2012-03-19
300300,海峡创新,2012-03-19
300301,*ST长方,2012-03-21
300302,同有科技,2012-03-21
300303,聚飞光电,2012-03-19
300304,云意电气,2012-03-21
300305,裕兴股份,2012-03-29
300306,远方信息,2012-03-29
300307,慈星股份,2012-03-29
300308,中际旭创,2012-04-10
300309,吉艾退,
300310,宜通世纪,2012-04-25
300311,任子行,2012-04-25
300312,邦讯退,
300313,*ST天山,2012-04-25
300314,戴维医疗,2012-05-08
300315,掌趣科技,2012-05-11
300316,晶盛机电,2012-05-11
300317,珈伟新能,2012-05-11
300318,博晖创新,2012-05-23
300319,麦捷科技,2012-05-23
300320,海达股份,2012-06-01
300321,同大股份,2012-05-23
300322,硕贝德,2012-06-08
300323,华灿光电,2012-06-01
300324,旋极信息,2012-06-08
300325,德威退,
300326,凯利泰,2012-06-13
300327,中颖电子,2012-06-13
300328,宜安科技,2012-06-19
300329,海伦钢琴,2012-06-19
300330,计通退,
300331,苏大维格,2012-06-28
300332,天壕能源,2012-06-28
300333,兆日科技,2012-06-28
300334,津膜科技,2012-07-05
300335,迪森股份,2012-07-10
300336,新文退,
300337,银邦股份,2012-07-18
300338,开元教育,2012-07-26
300339,润和软件,2012-07-18
300340,科恒股份,2012-07-26
300341,麦克奥迪,2012-07-26
300342,天银机电,2012-07-26
300343,联创股份,2012-08-01
300344,立方数科,2012-08-01
300345,华民股份,2012-08-01
300346,南大光电,2012-08-07
300347,泰格医药,2012-08-17
300348,长亮科技,2012-08-17
300349,金卡智能,2012-08-17
300350,华鹏飞,2012-08-21
300351,永贵电器,2012-09-20
300352,北信源,2012-09-12
300353,东土科技,2012-09-27
300354,东华测试,2012-09-20
300355,蒙草生态,2012-09-27
300356,光一退,
300357,我武生物,2014-01-21
300358,楚天科技,2014-01-21
300359,全通教育,2014-01-21
300360,炬华科技,2014-01-21
300362,天翔退,
300363,博腾股份,2014-01-29
300364,中文在线,2015-01-21
300365,恒华科技,2014-01-23
300366,创意信息,2014-01-27
300367,网力退,
300368,汇金股份,2014-01-23
300369,绿盟科技,2014-01-29
300370,安控科技,2014-01-23
300371,汇中股份,2014-01-23
300372,欣泰退,
300373,扬杰科技,2014-01-23
300374,中铁装配,2015-03-19
300375,鹏翎股份,2014-01-27
300376,易事特,2014-01-27
300377,赢时胜,2014-01-27
300378,鼎捷软件,2014-01-27
300379,东方通,2014-01-28
300380,安硕信息,2014-01-28
300381,溢多利,2014-01-28
300382,斯莱克,2014-01-29
300383,光环新网,2014-01-29
300384,三联虹普,2014-08-01
300385,雪浪环境,2014-06-26
300386,飞天诚信,2014-06-26
300387,富邦股份,2014-07-02
300388,节能国祯,2014-08-01
300389,艾比森,2014-08-01
300390,天华新能,2014-07-31
300391,长药控股,2014-08-01
300392,腾信退,
300393,中来股份,2014-09-12
300394,天孚通信,2015-02-17
300395,菲利华,2014-09-10
300396,迪瑞医疗,2014-09-10
300397,天和防务,2014-09-10
300398,飞凯材料,2014-10-09
300399,天利科技,2014-10-09
300400,劲拓股份,2014-10-10
300401,花园生物,2014-10-09
300402,宝色股份,2014-10-10
300403,汉宇集团,2014-10-30
300404,博济医药,2015-04-24
300405,科隆股份,2014-10-30
300406,九强生物,2014-10-30
300407,凯发电气,2014-12-03
300408,三环集团,2014-12-03
300409,道氏技术,2014-12-03
300410,正业科技,2014-12-31
300411,金盾股份,2014-12-31
300412,迦南科技,2014-12-31
300413,芒果超媒,2015-01-21
300414,中光防雷,2015-05-13
300415,伊之密,2015-01-23
300416,苏试试验,2015-01-22
300417,南华仪器,2015-01-23
300418,昆仑万维,2015-01-21
300419,浩丰科技,2015-01-22
300420,五洋停车,2015-02-17
300421,力星股份,2015-02-17
300422,博世科,2015-02-17
300423,昇辉科技,2015-02-17
300424,航新科技,2015-04-22
300425,中建环能,2015-02-16
300426,唐德影视,2015-02-17
300427,*ST红相,2015-02-17
300428,立中集团,2015-03-19
300429,强力新材,2015-03-24
300430,诚益通,2015-03-19
300431,暴风退,
300432,富临精工,2015-03-19
300433,蓝思科技,2015-03-18
300434,金石亚药,2015-04-24
300435,中泰股份,2015-03-26
300436,广生堂,2015-04-22
300437,清水源,2015-04-23
300438,鹏辉能源,2015-04-24
300439,美康生物,2015-04-22
300440,运达科技,2015-04-23
300441,鲍斯股份,2015-04-23
300442,润泽科技,2015-04-24
300443,金雷股份,2015-04-22
300444,双杰电气,2015-04-23
300445,康斯特,2015-04-24
300446,乐凯新材,2015-04-23
300447,全信股份,2015-04-22
300448,浩云科技,2015-04-24
300449,汉邦高科,2015-04-22
300450,先导智能,2015-05-18
300451,创业慧康,2015-05-14
300452,山河药辅,2015-05-15
300453,三鑫医疗,2015-05-15
300454,深信服,2018-05-16
300455,航天智装,2015-05-15
300456,赛微电子,2015-05-14
300457,赢合科技,2015-05-14
300458,全志科技,2015-05-15
300459,汤姆猫,2015-05-15
300460,惠伦晶体,2015-05-15
300461,田中精机,2015-05-19
300462,华铭智能,2015-05-27
300463,迈克生物,2015-05-28
300464,星徽股份,2015-06-10
300465,高伟达,2015-05-28
300466,赛摩智能,2015-05-28
300467,迅游科技,2015-05-27
300468,四方精创,2015-05-27
300469,信息发展,2015-06-11
300470,中密控股,2015-06-12
300471,厚普股份,2015-06-11
300472,新元科技,2015-06-11
300473,德尔股份,2015-06-12
300474,景嘉微,2016-03-31
300475,香农芯创,2015-06-10
300476,胜宏科技,2015-06-11
300477,合纵科技,2015-06-10
300478,杭州高新,2015-06-10
300479,神思电子,2015-06-12
300480,光力科技,2015-07-02
300481,濮阳惠成,2015-06-30
300482,万孚生物,2015-06-30
300483,首华燃气,2015-06-30
300484,蓝海华腾,2016-03-22
300485,赛升药业,2015-06-26
300486,东杰智能,2015-06-30
300487,蓝晓科技,2015-07-02
300488,恒锋工具,2015-07-01
300489,光智科技,2015-07-01
300490,华自科技,2015-12-31
300491,通合科技,2015-12-31
300492,华图山鼎,2015-12-23
300493,润欣科技,2015-12-10
300494,盛天网络,2015-12-31
300495,*ST美尚,2015-12-22
300496,中科创达,2015-12-10
300497,富祥药业,2015-12-22
300498,温氏股份,2015-11-02
300499,高澜股份,2016-02-02
300500,启迪设计,2016-02-04
300501,海顺新材,2016-02-04
300502,新易盛,2016-03-03
300503,昊志机电,2016-03-09
300504,天邑股份,2018-03-30
300505,川金诺,2016-03-15
300506,名家汇,2016-03-24
300507,苏奥传感,2016-04-29
300508,维宏股份,2016-04-19
300509,新美星,2016-04-25
300510,金冠股份,2016-05-06
300511,雪榕生物,2016-05-04
300512,中亚股份,2016-05-26
300513,恒实科技,2016-05-30
300514,友讯达,2017-04-26
300515,三德科技,2016-06-08
300516,久之洋,2016-06-02
300517,海波重科,2016-07-19
300518,盛讯达,2016-06-24
300519,新光药业,2016-06-24
300520,科大国创,2016-07-08
300521,爱司凯,2016-07-05
300522,世名科技,2016-07-05
300523,辰安科技,2016-07-26
300525,博思软件,2016-07-26
300526,中潜退,
300527,中船应急,2016-08-05
300528,幸福蓝海,2016-08-08
300529,健帆生物,2016-08-02
300530,领湃科技,2016-08-09
300531,优博讯,2016-08-09
300532,今天国际,2016-08-18
300533,冰川网络,2016-08-18
300534,陇神戎发,2016-09-13
300535,达威股份,2016-08-12
300536,农尚环境,2016-09-20
300537,广信材料,2016-08-30
300538,同益股份,2016-08-26
300539,横河精密,2016-08-30
300540,蜀道装备,2016-08-23
300541,先进数通,2016-09-13
300542,新晨科技,2016-09-20
300543,朗科智能,2016-09-08
300545,联得装备,2016-09-28
300546,雄帝科技,2016-09-28
300547,川环科技,2016-09-30
300548,博创科技,2016-10-12
300549,优德精密,2016-09-30
300550,和仁科技,2016-10-18
300551,古鳌科技,2016-10-18
300552,万集科技,2016-10-21
300553,集智股份,2016-10-21
300554,三超新材,2017-04-21
300555,ST路通,2016-10-18
300556,丝路视觉,2016-11-04
300557,理工光科,2016-11-01
300558,贝达药业,2016-11-07
300559,佳发教育,2016-11-01
300560,中富通,2016-11-01
300561,汇金科技,2016-11-17
300562,乐心医疗,2016-11-16
300563,神宇股份,2016-11-14
300564,筑博设计,2019-11-08
300565,科信技术,2016-11-22
300566,激智科技,2016-11-15
300567,精测电子,2016-11-22
300568,星源材质,2016-12-01
300569,天能重工,2016-11-25
300570,太辰光,2016-12-06
300571,平治信息,2016-12-13
300572,安车检测,2016-12-06
300573,兴齐眼药,2016-12-08
300575,中旗股份,2016-12-20
300576,容大感光,2016-12-20
300577,开润股份,2016-12-21
300578,会畅通讯,2017-01-25
300579,数字认证,2016-12-23
300580,贝斯特,2017-01-11
300581,晨曦航空,2016-12-20
300582,英飞特,2016-12-28
300583,赛托生物,2017-01-06
300584,海辰药业,2017-01-12
300585,奥联电子,2016-12-29
300586,美联新材,2017-01-04
300587,天铁股份,2017-01-05
300588,熙菱信息,2017-01-05
300589,江龙船艇,2017-01-13
300590,移为通信,2017-01-11
300591,万里马,2017-01-10
300592,华凯易佰,2017-01-20
300593,新雷能,2017-01-13
300594,朗进科技,2019-06-21
300595,欧普康视,2017-01-17
300596,利安隆,2017-01-19
300597,吉大通信,2017-01-23
300598,诚迈科技,2017-01-20
300599,雄塑科技,2017-01-23
300600,国瑞科技,2017-01-25
300601,康泰生物,2017-02-07
300602,飞荣达,2017-01-26
300603,立昂技术,2017-01-26
300604,长川科技,2017-04-17
300605,恒锋信息,2017-02-08
300606,金太阳,2017-02-08
300607,拓斯达,2017-02-09
300608,思特奇,2017-02-13
300609,汇纳科技,2017-02-15
300610,晨化股份,2017-02-13
300611,美力科技,2017-02-20
300612,宣亚国际,2017-02-15
300613,富瀚微,2017-02-20
300614,百川畅银,2021-05-25
300615,欣天科技,2017-02-15
300616,尚品宅配,2017-03-07
300617,安靠智电,2017-02-28
300618,寒锐钴业,2017-03-06
300619,金银河,2017-03-01
300620,光库科技,2017-03-10
300621,维业股份,2017-03-16
300622,博士眼镜,2017-03-15
300623,捷捷微电,2017-03-14
300624,万兴科技,2018-01-18
300625,三雄极光,2017-03-17
300626,华瑞股份,2017-03-20
300627,华测导航,2017-03-21
300628,亿联网络,2017-03-17
300629,新劲刚,2017-03-24
300630,普利制药,2017-03-28
300631,久吾高科,2017-03-23
300632,光莆股份,2017-04-06
300633,开立医疗,2017-04-06
300634,彩讯股份,2018-03-23
300635,中达安,2017-03-31
300636,同和药业,2017-03-31
300637,扬帆新材,2017-04-12
300638,广和通,2017-04-13
300639,凯普生物,2017-04-12
300640,德艺文创,2017-04-17
300641,正丹股份,2017-04-18
300642,透景生命,2017-04-21
300643,万通智控,2017-05-05
300644,南京聚隆,2018-02-06
300645,正元智慧,2017-04-21
300647,超频三,2017-05-03
300648,星云股份,2017-04-25
300649,杭州园林,2017-05-05
300650,太龙股份,2017-05-03
300651,金陵体育,2017-05-09
300652,雷迪克,2017-05-16
300653,正海生物,2017-05-16
300654,世纪天鸿,2017-09-26
300655,晶瑞电材,2017-05-23
300656,民德电子,2017-05-19
300657,弘信电子,2017-05-23
300658,延江股份,2017-06-02
300659,中孚信息,2017-05-26
300660,江苏雷利,2017-06-02
300661,圣邦股份,2017-06-06
300662,科锐国际,2017-06-08
300663,科蓝软件,2017-06-08
300664,鹏鹞环保,2018-01-05
300665,飞鹿股份,2017-06-13
300666,江丰电子,2017-06-15
300667,必创科技,2017-06-19
300668,杰恩设计,2017-06-19
300669,沪宁股份,2017-06-29
300670,大烨智能,2017-07-03
300671,富满微,2017-07-05
300672,国科微,2017-07-12
300673,佩蒂股份,2017-07-11
300674,宇信科技,2018-11-07
300675,建科院,2017-07-19
300676,华大基因,2017-07-14
300677,英科医疗,2017-07-21
300678,中科信息,2017-07-28
300679,电连技术,2017-07-31
300680,隆盛科技,2017-07-25
300681,英搏尔,2017-07-25
300682,朗新科技,2017-08-01
300683,海特生物,2017-08-08
300684,中石科技,2017-12-27
300685,艾德生物,2017-08-02
300686,智动力,2017-08-04
300687,赛意信息,2017-08-03
300688,创业黑马,2017-08-10
300689,澄天伟业,2017-08-09
300690,双一科技,2017-08-08
300691,联合光电,2017-08-11
300692,中环环保,2017-08-21
300693,盛弘股份,2017-08-22
300694,蠡湖股份,2018-10-15
300695,兆丰股份,2017-09-08
300696,爱乐达,2017-08-22
300697,电工合金,2017-09-07
300698,万马科技,2017-08-31
300699,光威复材,2017-09-01
300700,岱勒新材,2017-09-12
300701,森霸传感,2017-09-15
300702,天宇股份,2017-09-19
300703,创源股份,2017-09-19
300705,九典制药,2017-10-10
300706,阿石创,2017-09-26
300707,威唐工业,2017-10-10
300708,聚灿光电,2017-10-16
300709,精研科技,2017-10-19
300710,万隆光电,2017-10-19
300711,广哈通信,2017-11-01
300712,永福股份,2017-10-31
300713,英可瑞,2017-11-01
300715,凯伦股份,2017-10-26
300716,泉为科技,2017-11-09
300717,华信新材,2017-11-06
300718,长盛轴承,2017-11-06
300719,安达维尔,2017-11-09
300720,海川智能,2017-11-06
300721,怡达股份,2017-11-15
300722,新余国科,2017-11-10
300723,一品红,2017-11-16
300724,捷佳伟创,2018-08-10
300725,药石科技,2017-11-10
300726,宏达电子,2017-11-21
300727,润禾材料,2017-11-27
300729,乐歌股份,2017-12-01
300730,科创信息,2017-12-05
300731,科创新源,2017-12-08
300732,设研院,2017-12-12
300733,西菱动力,2018-01-16
300735,光弘科技,2017-12-29
300736,百邦科技,2018-01-09
300737,科顺股份,2018-01-25
300738,奥飞数据,2018-01-19
300739,明阳电路,2018-02-01
300740,水羊股份,2018-02-08
300741,华宝股份,2018-03-01
300742,*ST越博,2018-05-08
300743,天地数码,2018-04-27
300745,欣锐科技,2018-05-23
300746,汉嘉设计,2018-05-25
300747,锐科激光,2018-06-25
300748,金力永磁,2018-09-21
300749,顶固集创,2018-09-25
300750,宁德时代,2018-06-11
300751,迈为股份,2018-11-09
300752,隆利科技,2018-11-30
300753,爱朋医疗,2018-12-13
300755,华致酒行,2019-01-29
300756,金马游乐,2018-12-28
300757,罗博特科,2019-01-08
300758,七彩化学,2019-02-22
300759,康龙化成,2019-01-28
300760,迈瑞医疗,2018-10-16
300761,立华股份,2019-02-18
300762,上海瀚讯,2019-03-14
300763,锦浪科技,2019-03-19
300765,新诺威,2019-03-22
300766,每日互动,2019-03-25
300767,震安科技,2019-03-29
300768,迪普科技,2019-04-12
300769,德方纳米,2019-04-15
300770,新媒股份,2019-04-19
300771,智莱科技,2019-04-22
300772,运达股份,2019-04-26
300773,拉卡拉,2019-04-25
300774,倍杰特,2021-08-04
300775,三角防务,2019-05-21
300776,帝尔激光,2019-05-17
300777,中简科技,2019-05-16
300778,新城市,2019-05-10
300779,惠城环保,2019-05-22
300780,德恩精工,2019-05-31
300781,因赛集团,2019-06-06
300782,卓胜微,2019-06-18
300783,三只松鼠,2019-07-12
300785,值得买,2019-07-15
300786,国林科技,2019-07-23
300787,海能实业,2019-08-15
300788,中信出版,2019-07-05
300789,唐源电气,2019-08-28
300790,宇瞳光学,2019-09-20
300791,仙乐健康,2019-09-25
300792,壹网壹创,2019-09-27
300793,佳禾智能,2019-10-18
300795,米奥会展,2019-10-22
300796,贝斯美,2019-11-15
300797,钢研纳克,2019-11-01
300798,锦鸡股份,2019-11-22
300799,*ST左江,2019-10-29
300800,力合科技,2019-11-06
300801,泰和科技,2019-11-28
300802,矩子科技,2019-11-14
300803,指南针,2019-11-18
300804,广康生化,2023-06-27
300805,电声股份,2019-11-21
300806,斯迪克,2019-11-25
300807,天迈科技,2019-12-19
300808,久量股份,2019-11-29
300809,华辰装备,2019-12-04
300810,中科海讯,2019-12-06
300811,铂科新材,2019-12-30
300812,易天股份,2020-01-09
300813,泰林生物,2020-01-14
300814,中富电路,2021-08-12
300815,玉禾田,2020-01-23
300816,艾可蓝,2020-02-10
300817,双飞股份,2020-02-18
300818,耐普矿机,2020-02-12
300819,聚杰微纤,2020-03-12
300820,英杰电气,2020-02-13
300821,东岳硅材,2020-03-12
300822,贝仕达克,2020-03-13
300823,建科机械,2020-03-19
300824,北鼎股份,2020-06-19
300825,阿尔特,2020-03-27
300826,测绘股份,2020-04-03
300827,上能电气,2020-04-10
300828,锐新科技,2020-04-21
300829,金丹科技,2020-04-22
300830,金现代,2020-05-06
300831,派瑞股份,2020-05-07
300832,新产业,2020-05-12
300833,浩洋股份,2020-05-20
300834,星辉环材,2022-01-13
300835,龙磁科技,2020-05-25
300836,佰奥智能,2020-05-28
300837,浙矿股份,2020-06-05
300838,浙江力诺,2020-06-08
300839,博汇股份,2020-06-30
300840,酷特智能,2020-07-08
300841,康华生物,2020-06-16
300842,帝科股份,2020-06-18
300843,胜蓝股份,2020-07-02
300844,山水比德,2021-08-13
300845,捷安高科,2020-07-03
300846,首都在线,2020-07-01
300847,中船汉光,2020-07-09
300848,美瑞新材,2020-07-20
300849,锦盛新材,2020-07-10
300850,新强联,2020-07-13
300851,交大思诺,2020-07-17
300852,四会富仕,2020-07-13
300853,申昊科技,2020-07-24
300854,中兰环保,2021-09-16
300855,图南股份,2020-07-23
300856,科思股份,2020-07-22
300857,协创数据,2020-07-27
300858,科拓生物,2020-07-27
300859,*ST西域,2020-08-06
300860,锋尚文化,2020-08-24
300861,美畅股份,2020-08-24
300862,蓝盾光电,2020-08-24
300863,卡倍亿,2020-08-24
300864,南大环境,2020-08-24
300865,大宏立,2020-08-24
300866,安克创新,2020-08-24
300867,圣元环保,2020-08-24
300868,杰美特,2020-08-24
300869,康泰医学,2020-08-24
300870,欧陆通,2020-08-24
300871,回盛生物,2020-08-24
300872,天阳科技,2020-08-24
300873,海晨股份,2020-08-24
300875,捷强装备,2020-08-24
300876,蒙泰高新,2020-08-24
300877,金春股份,2020-08-24
300878,维康药业,2020-08-24
300879,大叶股份,2020-09-01
300880,迦南智能,2020-09-01
300881,盛德鑫泰,2020-09-01
300882,万胜智能,2020-09-10
300883,龙利得,2020-09-10
300884,狄耐克,2020-11-12
300885,海昌新材,2020-09-10
300886,华业香料,2020-09-16
300887,谱尼测试,2020-09-16
300888,稳健医疗,2020-09-17
300889,爱克股份,2020-09-16
300890,翔丰华,2020-09-17
300891,惠云钛业,2020-09-17
300892,品渥食品,2020-09-24
300893,松原股份,2020-09-24
300894,火星人,2020-12-31
300895,铜牛信息,2020-09-24
300896,爱美客,2020-09-28
300897,山科智能,2020-09-28
300898,熊猫乳品,2020-10-16
300899,上海凯鑫,2020-10-16
300900,广联航空,2020-10-29
300901,中胤时尚,2020-10-29
300902,国安达,2020-10-29
300903,科翔股份,2020-11-05
300904,威力传动,2023-08-09
300905,宝丽迪,2020-11-05
300906,日月明,2020-11-05
300907,康平科技,2020-11-18
300908,仲景食品,2020-11-23
300909,汇创达,2020-11-18
300910,瑞丰新材,2020-11-27
300911,亿田智能,2020-12-03
300912,凯龙高科,2020-12-07
300913,兆龙互连,2020-12-07
300915,海融科技,2020-12-02
300916,朗特智能,2020-12-02
300917,特发服务,2020-12-21
300918,南山智尚,2020-12-22
300919,中伟股份,2020-12-23
300920,润阳科技,2020-12-25
300921,南凌科技,2020-12-22
300922,天秦装备,2020-12-25
300923,研奥股份,2020-12-24
300925,法本信息,2020-12-30
300926,博俊科技,2021-01-07
300927,江天化学,2021-01-07
300928,华安鑫创,2021-01-06
300929,华骐环保,2021-01-20
300930,屹通新材,2021-01-21
300931,通用电梯,2021-01-21
300932,三友联众,2021-01-22
300933,中辰股份,2021-01-22
300935,盈建科,2021-01-20
300936,中英科技,2021-01-26
300937,药易购,2021-01-27
300938,信测标准,2021-01-27
300939,秋田微,2021-01-28
300940,南极光,2021-02-03
300941,创识科技,2021-02-09
300942,易瑞生物,2021-02-09
300943,春晖智控,2021-02-10
300945,曼卡龙,2021-02-10
300946,恒而达,2021-02-08
300947,德必集团,2021-02-10
300948,冠中生态,2021-02-25
300949,奥雅股份,2021-02-26
300950,德固特,2021-03-03
300951,博硕科技,2021-02-26
300952,恒辉安防,2021-03-11
300953,震裕科技,2021-03-18
300955,嘉亨家化,2021-03-24
300956,英力股份,2021-03-26
300957,贝泰妮,2021-03-25
300958,建工修复,2021-03-29
300959,线上线下,2021-03-22
300960,通业科技,2021-03-29
300961,深水海纳,2021-03-30
300962,中金辐照,2021-04-09
300963,中洲特材,2021-04-09
300964,本川智能,2021-08-05
300965,恒宇信通,2021-04-02
300966,共同药业,2021-04-09
300967,晓鸣股份,2021-04-13
300968,格林精密,2021-04-15
300969,恒帅股份,2021-04-12
300970,华绿生物,2021-04-12
300971,博亚精工,2021-04-15
300972,万辰集团,2021-04-19
300973,立高食品,2021-04-15
300975,商络电子,2021-04-21
300976,达瑞电子,2021-04-19
300977,深圳瑞捷,2021-04-20
300978,东箭科技,2021-04-26
300979,华利集团,2021-04-26
300980,祥源新材,2021-04-21
300981,中红医疗,2021-04-27
300982,苏文电能,2021-04-27
300983,尤安设计,2021-04-20
300984,金沃股份,2021-06-18
300985,致远新能,2021-04-29
300986,志特新材,2021-04-30
300987,川网传媒,2021-05-11
300988,津荣天宇,2021-05-12
300989,蕾奥规划,2021-05-07
300990,同飞股份,2021-05-12
300991,创益通,2021-05-20
300992,泰福泵业,2021-05-25
300993,玉马遮阳,2021-05-24
300994,久祺股份,2021-08-12
300995,奇德新材,2021-05-26
300996,普联软件,2021-06-03
300997,欢乐家,2021-06-02
300998,宁波方正,2021-06-02
300999,金龙鱼,2020-10-15
301000,肇民科技,2021-05-28
301001,凯淳股份,2021-05-28
301002,崧盛股份,2021-06-07
301003,江苏博云,2021-06-01
301004,嘉益股份,2021-06-25
301005,超捷股份,2021-06-01
301006,迈拓股份,2021-06-07
301007,德迈仕,2021-06-16
301008,宏昌科技,2021-06-11
301009,可靠股份,2021-06-17
301010,晶雪节能,2021-06-18
301011,华立科技,2021-06-17
301012,扬电科技,2021-06-22
301013,利和兴,2021-06-29
301015,百洋医药,2021-06-30
301016,雷尔伟,2021-06-30
301017,漱玉平民,2021-07-05
301018,申菱环境,2021-07-07
301019,宁波色母,2021-06-28
301020,密封科技,2021-07-06
301021,英诺激光,2021-07-06
301022,海泰科,2021-07-02
301023,江南奕帆,2021-07-07
301024,霍普股份,2021-07-28
301025,读客文化,2021-07-19
301026,浩通科技,2021-07-16
301027,华蓝集团,2021-07-15
301028,东亚机械,2021-07-20
301029,怡合达,2021-07-23
301030,仕净科技,2021-07-22
301031,中熔电气,2021-07-15
301032,新柴股份,2021-07-22
301033,迈普医学,2021-07-26
301035,润丰股份,2021-07-28
301036,双乐股份,2021-07-29
301037,保立佳,2021-07-30
301038,深水规院,2021-08-04
301039,中集车辆,2021-07-08
301040,中环海陆,2021-08-03
301041,金百泽,2021-08-11
301042,安联锐视,2021-08-05
301043,绿岛风,2021-08-11
301045,天禄科技,2021-08-13
301046,能辉科技,2021-08-17
301047,义翘神州,2021-08-16
301048,金鹰重工,2021-08-18
301049,超越科技,2021-08-24
301050,雷电微力,2021-08-24
301051,信濠光电,2021-08-27
301052,果麦文化,2021-08-30
301053,远信工业,2021-09-01
301055,张小泉,2021-09-06
301056,森赫股份,2021-09-07
301057,汇隆新材,2021-09-09
301058,中粮科工,2021-09-09
301059,金三江,2021-09-13
301060,兰卫医学,2021-09-13
301061,匠心家居,2021-09-13
301062,上海艾录,2021-09-14
