stock_code,short_name,exchange,list_date
301286,侨源股份,SZ,2022-06-14
301287,康力源,SZ,2023-06-14
301288,*ST清研,SZ,2022-04-22
301289,国缆检测,SZ,2022-06-22
301290,东星医疗,SZ,2022-11-30
301291,明阳电气,SZ,2023-06-30
301292,海科新源,SZ,2023-07-07
301293,三博脑科,SZ,2023-05-05
301295,美硕科技,SZ,2023-06-28
301296,新巨丰,SZ,2022-09-02
301297,富乐德,SZ,2022-12-30
301298,东利机械,SZ,2022-06-06
301299,卓创资讯,SZ,2022-10-19
301300,远翔新材,SZ,2022-08-19
301301,川宁生物,SZ,2022-12-27
301302,华如科技,SZ,2022-06-23
301303,真兰仪表,SZ,2023-02-20
301305,朗坤科技,SZ,2023-05-23
301306,西测测试,SZ,2022-07-26
301307,美利信,SZ,2023-04-24
301308,江波龙,SZ,2022-08-05
301309,万得凯,SZ,2022-09-19
301310,鑫宏业,SZ,2023-06-02
301311,昆船智能,SZ,2022-11-30
301312,智立方,SZ,2022-07-11
301313,凡拓数创,SZ,2022-09-30
301314,科瑞思,SZ,2023-03-28
301315,威士顿,SZ,2023-06-21
301316,慧博云通,SZ,2022-10-13
301317,鑫磊股份,SZ,2023-01-19
301318,维海德,SZ,2022-08-10
301319,唯特偶,SZ,2022-09-29
301320,豪江智能,SZ,2023-06-09
301321,翰博高新,SZ,2022-08-18
301322,绿通科技,SZ,2023-03-06
301323,新莱福,SZ,2023-06-06
301325,曼恩斯特,SZ,2023-05-12
301326,捷邦科技,SZ,2022-09-21
301327,华宝新能,SZ,2022-09-19
301328,维峰电子,SZ,2022-09-08
301329,信音电子,SZ,2023-07-17
301330,熵基科技,SZ,2022-08-17
301331,恩威医药,SZ,2022-09-21
301332,德尔玛,SZ,2023-05-18
301333,诺思格,SZ,2022-08-02
301335,天元宠物,SZ,2022-11-18
301336,趣睡科技,SZ,2022-08-12
301337,亚华电子,SZ,2023-05-26
301338,凯格精机,SZ,2022-08-16
301339,通行宝,SZ,2022-09-09
301345,涛涛车业,SZ,2023-03-21
301348,蓝箭电子,SZ,2023-08-10
301349,信德新材,SZ,2022-09-09
301353,普莱得,SZ,2023-05-30
301355,南王科技,SZ,2023-06-12
301356,天振股份,SZ,2022-11-14
301357,北方长龙,SZ,2023-04-18
301358,湖南裕能,SZ,2023-02-09
301359,东南电子,SZ,2022-11-09
301360,荣旗科技,SZ,2023-04-25
301361,众智科技,SZ,2022-11-16
301362,民爆光电,SZ,2023-08-04
301363,美好医疗,SZ,2022-10-12
301365,矩阵股份,SZ,2022-11-22
301366,一博科技,SZ,2022-09-26
301367,瑞迈特,SZ,2022-11-01
301368,丰立智能,SZ,2022-12-15
301369,联动科技,SZ,2022-09-22
301370,国科恒泰,SZ,2023-07-12
301371,敷尔佳,SZ,2023-08-01
301372,科净源,SZ,2023-08-11
301373,凌玮科技,SZ,2023-02-08
301376,致欧科技,SZ,2023-06-21
301377,鼎泰高科,SZ,2022-11-22
301378,通达海,SZ,2023-03-20
301379,天山电子,SZ,2022-11-01
301380,挖金客,SZ,2022-10-25
301381,赛维时代,SZ,2023-07-12
301382,蜂助手,SZ,2023-05-17
301383,天键股份,SZ,2023-06-09
301386,未来电器,SZ,2023-03-29
301387,光大同创,SZ,2023-04-18
301388,欣灵电气,SZ,2022-11-09
301389,隆扬电子,SZ,2022-10-31
301390,经纬股份,SZ,2023-05-08
301391,卡莱特,SZ,2022-12-01
301392,汇成真空,SZ,2024-06-05
301393,昊帆生物,SZ,2023-07-12
301395,仁信新材,SZ,2023-07-03
301396,宏景科技,SZ,2022-11-11
301397,溯联股份,SZ,2023-06-28
301398,星源卓镁,SZ,2022-12-15
301399,英特科技,SZ,2023-05-23
301408,华人健康,SZ,2023-03-01
301413,安培龙,SZ,2023-12-18
301418,协昌科技,SZ,2023-08-21
301419,阿莱德,SZ,2023-02-09
301421,波长光电,SZ,2023-08-23
301428,世纪恒通,SZ,2023-05-19
301429,森泰股份,SZ,2023-04-17
301439,泓淋电力,SZ,2023-03-17
301446,福事特,SZ,2023-07-25
301448,开创电气,SZ,2023-06-19
301456,盘古智能,SZ,2023-07-14
301458,钧崴电子,SZ,2025-01-10
301459,丰茂股份,SZ,2023-12-13
301468,博盈特焊,SZ,2023-07-24
301469,恒达新材,SZ,2023-08-22
301479,弘景光电,SZ,2025-03-18
301486,致尚科技,SZ,2023-07-07
301487,盟固利,SZ,2023-08-09
301488,豪恩汽电,SZ,2023-07-04
301489,思泉新材,SZ,2023-10-24
301491,汉桑科技,SZ,2025-08-06
301498,乖宝宠物,SZ,2023-08-16
301499,维科精密,SZ,2023-07-21
301500,飞南资源,SZ,2023-09-21
301501,恒鑫生活,SZ,2025-03-19
301502,华阳智能,SZ,2024-02-02
301503,智迪科技,SZ,2023-07-17
301505,苏州规划,SZ,2023-07-19
301507,民生健康,SZ,2023-09-05
301508,中机认检,SZ,2023-12-01
301509,金凯生科,SZ,2023-08-03
301510,固高科技,SZ,2023-08-15
301511,德福科技,SZ,2023-08-17
301512,智信精密,SZ,2023-07-20
301515,港通医疗,SZ,2023-07-25
301516,中远通,SZ,2023-12-08
301517,陕西华达,SZ,2023-10-17
301518,长华化学,SZ,2023-08-03
301519,舜禹股份,SZ,2023-07-27
301520,万邦医药,SZ,2023-09-25
301522,上大股份,SZ,2024-10-16
301525,儒竞科技,SZ,2023-08-30
301526,国际复材,SZ,2023-12-26
301528,多浦乐,SZ,2023-08-28
301529,福赛科技,SZ,2023-09-11
301533,威马农机,SZ,2023-08-18
301535,浙江华远,SZ,2025-03-27
301536,星宸科技,SZ,2024-03-28
301538,骏鼎达,SZ,2024-03-20
301539,宏鑫科技,SZ,2024-04-15
301548,崇德科技,SZ,2023-09-20
301550,斯菱股份,SZ,2023-09-15
301551,无线传媒,SZ,2024-09-26
301552,科力装备,SZ,2024-07-22
301555,惠柏新材,SZ,2023-10-31
301556,托普云农,SZ,2024-10-17
301557,常友科技,SZ,2025-03-04
301558,三态股份,SZ,2023-09-28
301559,中集环科,SZ,2023-10-11
301560,众捷汽车,SZ,2025-04-25
301565,中仑新材,SZ,2024-06-20
301566,达利凯普,SZ,2023-12-29
301567,贝隆精密,SZ,2024-01-16
301568,思泰克,SZ,2023-11-28
301571,国科天成,SZ,2024-08-21
301577,美信科技,SZ,2024-01-24
301578,辰奕智能,SZ,2023-12-28
301580,爱迪特,SZ,2024-06-26
301581,黄山谷捷,SZ,2025-01-03
301585,蓝宇股份,SZ,2024-12-20
301586,佳力奇,SZ,2024-08-28
301587,中瑞股份,SZ,2024-04-08
301588,美新科技,SZ,2024-03-13
301589,诺瓦星云,SZ,2024-02-08
301590,优优绿能,SZ,2025-06-05
301591,肯特股份,SZ,2024-02-28
301592,六九一二,SZ,2024-10-24
301595,太力科技,SZ,2025-05-19
301596,瑞迪智驱,SZ,2024-05-13
301598,博科测试,SZ,2024-12-20
301600,慧翰股份,SZ,2024-09-11
301601,惠通科技,SZ,2025-01-15
301602,超研股份,SZ,2025-01-22
301603,乔锋智能,SZ,2024-07-10
301606,绿联科技,SZ,2024-07-26
301607,富特科技,SZ,2024-09-04
301608,博实结,SZ,2024-08-01
301609,山大电力,SZ,2025-07-23
301611,珂玛科技,SZ,2024-08-16
301613,新铝时代,SZ,2024-10-25
301616,浙江华业,SZ,2025-03-27
301617,博苑股份,SZ,2024-12-11
301618,长联科技,SZ,2024-09-30
301622,英思特,SZ,2024-12-04
301626,苏州天脉,SZ,2024-10-24
301628,强达电路,SZ,2024-10-31
301629,矽电股份,SZ,2025-03-24
301630,同宇新材,SZ,2025-07-10
301631,壹连科技,SZ,2024-11-22
301632,广东建科,SZ,
301633,港迪技术,SZ,2024-11-07
301636,泽润新能,SZ,2025-05-16
301658,首航新能,SZ,2025-04-02
301662,宏工科技,SZ,2025-04-17
301665,泰禾股份,SZ,2025-04-11
301678,新恒汇,SZ,2025-06-20
302132,中航成飞,SZ,
430017,星昊医药,BJ,2023-05-31
430047,诺思兰德,BJ,2020-11-24
430090,同辉信息,BJ,2021-08-09
430139,华岭股份,BJ,2022-10-28
430198,微创光电,BJ,2020-07-27
430300,辰光医疗,BJ,2022-12-07
430418,苏轴股份,BJ,2020-07-27
430425,乐创技术,BJ,2023-01-30
430476,海能技术,BJ,2022-10-14
430478,峆一药业,BJ,2023-02-23
430510,丰光精密,BJ,2020-12-28
430556,雅达股份,BJ,2023-03-17
430564,天润科技,BJ,2022-06-17
430685,新芝生物,BJ,2022-10-10
430718,合肥高科,BJ,2022-12-22
600000,浦发银行,SH,1999-11-10
600001,邯郸钢铁,SH,
600002,齐鲁石化,SH,
600003,ST东北高,SH,
600004,白云机场,SH,2003-04-28
600005,武钢股份,SH,
600006,东风股份,SH,1999-07-27
600007,中国国贸,SH,1999-03-12
600008,首创环保,SH,2000-04-27
600009,上海机场,SH,1998-02-18
600010,包钢股份,SH,2001-03-09
600011,华能国际,SH,2001-12-06
600012,皖通高速,SH,2003-01-07
600015,华夏银行,SH,2003-09-12
600016,民生银行,SH,2000-12-19
600017,日照港,SH,2006-10-17
600018,上港集团,SH,2000-07-19
600019,宝钢股份,SH,2000-12-12
600020,中原高速,SH,2003-08-08
600021,上海电力,SH,2003-10-29
600022,山东钢铁,SH,2004-06-29
600023,浙能电力,SH,2013-12-19
600025,华能水电,SH,2017-12-15
600026,中远海能,SH,2002-05-23
600027,华电国际,SH,2005-02-03
600028,中国石化,SH,2001-08-08
600029,南方航空,SH,2003-07-25
600030,中信证券,SH,2003-01-06
600031,三一重工,SH,2003-07-03
600032,浙江新能,SH,2021-05-25
600033,福建高速,SH,2001-02-09
600035,楚天高速,SH,2004-03-10
600036,招商银行,SH,2002-04-09
600037,歌华有线,SH,2001-02-08
600038,中直股份,SH,2000-12-18
600039,四川路桥,SH,2003-03-25
600048,保利发展,SH,2006-07-31
600050,中国联通,SH,2002-10-09
600051,宁波联合,SH,1997-04-10
600052,东望时代,SH,1997-04-15
600053,九鼎投资,SH,1997-04-18
600054,黄山旅游,SH,1997-05-06
600055,万东医疗,SH,1997-05-19
600056,中国医药,SH,1997-05-15
600057,厦门象屿,SH,1997-06-04
600058,五矿发展,SH,1997-05-28
600059,古越龙山,SH,1997-05-16
600060,海信视像,SH,1997-04-22
600061,国投资本,SH,1997-05-19
600062,华润双鹤,SH,1997-05-22
600063,皖维高新,SH,1997-05-28
600064,南京高科,SH,1997-05-06
600065,*ST联谊,SH,
600066,宇通客车,SH,1997-05-08
600067,冠城新材,SH,1997-05-08
600068,葛洲坝,SH,
600069,退市银鸽,SH,
600070,*ST富润,SH,1997-06-04
600071,凤凰光学,SH,1997-05-28
600072,中船科技,SH,1997-06-03
600073,光明肉业,SH,1997-07-04
600074,退市保千,SH,
600075,新疆天业,SH,1997-06-17
600076,康欣新材,SH,1997-05-26
600077,*ST宋都,SH,
600078,澄星股份,SH,1997-06-27
600079,人福医药,SH,1997-06-06
600080,金花股份,SH,1997-06-12
600081,东风科技,SH,1997-07-03
600082,海泰发展,SH,1997-06-20
600083,*ST博信,SH,1997-06-06
600084,中信尼雅,SH,1997-07-11
600085,同仁堂,SH,1997-06-25
600086,退市金钰,SH,
600087,退市长油,SH,
600088,中视传媒,SH,1997-06-16
600089,特变电工,SH,1997-06-18
600090,退市济堂,SH,
600091,退市明科,SH,
600092,S*ST精密,SH,
600093,退市易见,SH,
600094,大名城,SH,1997-07-03
600095,湘财股份,SH,1997-07-08
600096,云天化,SH,1997-07-09
600097,开创国际,SH,1997-06-19
600098,广州发展,SH,1997-07-18
600099,林海股份,SH,1997-07-04
600100,同方股份,SH,1997-06-27
600101,明星电力,SH,1997-06-27
600102,莱钢股份,SH,
600103,青山纸业,SH,1997-07-03
600104,上汽集团,SH,1997-11-25
600105,永鼎股份,SH,1997-09-29
600106,重庆路桥,SH,1997-06-18
600107,ST尔雅,SH,1997-11-06
600108,亚盛集团,SH,1997-08-18
600109,国金证券,SH,1997-08-07
600110,诺德股份,SH,1997-10-07
600111,北方稀土,SH,1997-09-24
600112,*ST天成,SH,1997-11-27
600113,浙江东日,SH,1997-10-21
600114,东睦股份,SH,2004-05-11
600115,中国东航,SH,1997-11-05
600116,三峡水利,SH,1997-08-04
600117,西宁特钢,SH,1997-10-15
600118,中国卫星,SH,1997-09-08
600119,长江投资,SH,1998-01-15
600120,浙江东方,SH,1997-12-01
600121,郑州煤电,SH,1998-01-07
600122,*ST宏图,SH,
600123,兰花科创,SH,1998-12-17
600125,铁龙物流,SH,1998-05-11
600126,杭钢股份,SH,1998-03-11
600127,金健米业,SH,1998-05-06
600128,苏豪弘业,SH,1997-09-01
600129,太极集团,SH,1997-11-18
600130,*ST波导,SH,2000-07-06
600131,国网信通,SH,1998-04-02
600132,重庆啤酒,SH,1997-10-30
600133,东湖高新,SH,1998-02-12
600135,乐凯胶片,SH,1998-01-22
600136,ST明诚,SH,1998-03-03
600137,浪莎股份,SH,1998-04-16
600138,中青旅,SH,1997-12-03
600139,*ST西源,SH,
600141,兴发集团,SH,1999-06-16
600143,金发科技,SH,2004-06-23
600145,退市新亿,SH,
600146,退市环球,SH,
600148,长春一东,SH,1998-05-20
600149,廊坊发展,SH,1999-10-14
600150,中国船舶,SH,1998-05-20
600151,航天机电,SH,1998-06-05
600152,维科技术,SH,1998-06-09
600153,建发股份,SH,1998-06-16
600155,华创云信,SH,1998-09-18
600156,华升股份,SH,1998-05-27
600157,永泰能源,SH,1998-05-13
600158,中体产业,SH,1998-03-27
600159,大龙地产,SH,1998-05-26
600160,巨化股份,SH,1998-06-26
600161,天坛生物,SH,1998-06-16
600162,香江控股,SH,1998-06-09
600163,中闽能源,SH,1998-06-02
600165,ST宁科,SH,1998-05-29
600166,福田汽车,SH,1998-06-02
600167,联美控股,SH,1999-01-28
600168,武汉控股,SH,1998-04-27
600169,太原重工,SH,1998-09-04
600170,上海建工,SH,1998-06-23
600171,上海贝岭,SH,1998-09-24
600172,黄河旋风,SH,1998-11-26
600173,卧龙新能,SH,1999-04-15
600175,退市美都,SH,
600176,中国巨石,SH,1999-04-22
600177,雅戈尔,SH,1998-11-19
600178,东安动力,SH,1998-10-14
600179,安通控股,SH,1998-11-04
600180,瑞茂通,SH,1998-07-03
600181,S*ST云大,SH,
600182,S佳通,SH,1999-05-07
600183,生益科技,SH,1998-10-28
600184,光电股份,SH,2003-11-06
600185,珠免集团,SH,1999-06-11
600186,莲花控股,SH,1998-08-25
600187,国中水务,SH,1998-11-11
600188,兖矿能源,SH,1998-07-01
600189,泉阳泉,SH,1998-10-07
600190,退市锦港,SH,1999-06-09
600191,华资实业,SH,1998-12-10
600192,长城电工,SH,1998-12-24
600193,*ST创兴,SH,1999-05-27
600195,中牧股份,SH,1999-01-07
600196,复星医药,SH,1998-08-07
600197,伊力特,SH,1999-09-16
600198,大唐电信,SH,1998-10-21
600199,金种子酒,SH,1998-08-12
600200,*ST苏吴,SH,1999-04-01
600201,生物股份,SH,1999-01-15
600202,哈空调,SH,1999-06-03
600203,福日电子,SH,1999-05-14
600205,S山东铝,SH,
600206,有研新材,SH,1999-03-19
600207,安彩高科,SH,1999-07-14
600208,衢州发展,SH,1999-06-23
600209,退市罗顿,SH,
600210,紫江企业,SH,1999-08-24
600211,西藏药业,SH,1999-07-21
600212,绿能慧充,SH,1999-08-17
600213,*ST亚星,SH,1999-08-31
600215,派斯林,SH,1999-09-09
600216,浙江医药,SH,1999-10-21
600217,中再资环,SH,1999-12-16
600218,全柴动力,SH,1998-12-03
600219,南山铝业,SH,1999-12-23
600220,ST阳光,SH,1999-09-27
600221,海航控股,SH,1999-11-25
600222,太龙药业,SH,1999-11-05
600223,福瑞达,SH,2000-01-13
600225,退市卓朗,SH,2000-01-27
600226,亨通股份,SH,1999-11-16
600227,赤天化,SH,2000-02-21
600228,*ST返利,SH,1999-01-19
600229,城市传媒,SH,2000-03-09
600230,沧州大化,SH,2000-04-06
600231,凌钢股份,SH,2000-05-11
600232,金鹰股份,SH,2000-06-02
600233,圆通速递,SH,2000-06-08
600234,科新发展,SH,2000-06-15
600235,民丰特纸,SH,2000-06-15
600236,桂冠电力,SH,2000-03-23
600237,铜峰电子,SH,2000-06-09
600238,*ST椰岛,SH,2000-01-20
600239,云南城投,SH,1999-12-02
600240,退市华业,SH,
600241,时代万恒,SH,2000-11-28
600242,退市中昌,SH,
600243,*ST海华,SH,2000-11-20
600246,万通发展,SH,2000-09-22
600247,*ST成城,SH,
600248,陕建股份,SH,2000-06-22
600249,两面针,SH,2004-01-30
600250,南京商旅,SH,2001-03-06
600251,冠农股份,SH,2003-06-09
600252,中恒集团,SH,2000-11-30
600253,天方药业,SH,
600255,鑫科材料,SH,2000-11-22
600256,广汇能源,SH,2000-05-26
600257,大湖股份,SH,2000-06-12
600258,首旅酒店,SH,2000-06-01
600259,广晟有色,SH,2000-05-25
600260,*ST凯乐,SH,
600261,阳光照明,SH,2000-07-20
600262,北方股份,SH,2000-06-30
600263,路桥建设,SH,
600265,ST景谷,SH,2000-08-25
600266,城建发展,SH,1999-02-03
600267,海正药业,SH,2000-07-25
600268,国电南自,SH,1999-11-18
600269,赣粤高速,SH,2000-05-18
600270,外运发展,SH,
600271,航天信息,SH,2003-07-11
600272,开开实业,SH,2001-02-28
600273,嘉化能源,SH,2003-06-27
600275,退市昌鱼,SH,
600276,恒瑞医药,SH,2000-10-18
600277,ST亿利,SH,2000-07-25
600278,东方创业,SH,2000-07-12
600279,重庆港,SH,2000-07-31
600280,中央商场,SH,2000-09-26
600281,华阳新材,SH,2000-11-09
600282,南钢股份,SH,2000-09-19
600283,钱江水利,SH,2000-10-18
600284,浦东建设,SH,2004-03-16
600285,羚锐制药,SH,2000-10-18
600286,S*ST国瓷,SH,
600287,江苏舜天,SH,2000-09-01
600288,大恒科技,SH,2000-11-29
600289,ST信通,SH,2000-07-20
600290,*ST华仪,SH,2000-11-06
600291,退市西水,SH,
600292,远达环保,SH,2000-11-01
600293,三峡新材,SH,2000-09-19
600295,鄂尔多斯,SH,2001-04-26
600296,S兰铝,SH,
600297,广汇汽车,SH,2000-11-16
600298,安琪酵母,SH,2000-08-18
600299,安迪苏,SH,2000-04-20
600300,维维股份,SH,2000-06-30
600301,华锡有色,SH,2000-07-12
600302,标准股份,SH,2000-12-13
600303,曙光股份,SH,2000-12-26
600305,恒顺醋业,SH,2001-02-06
600306,退市商城,SH,2000-12-26
600307,酒钢宏兴,SH,2000-12-20
600308,华泰股份,SH,2000-09-28
600309,万华化学,SH,2001-01-05
600310,广西能源,SH,2001-02-28
600311,*ST荣华,SH,
600312,平高电气,SH,2001-02-21
600313,农发种业,SH,2001-01-19
600315,上海家化,SH,2001-03-15
600316,洪都航空,SH,2000-12-15
600317,营口港,SH,
600318,新力金融,SH,2000-12-08
600319,亚星化学,SH,2001-03-26
600320,振华重工,SH,2000-12-21
600321,正源股份,SH,2001-05-24
600322,津投城开,SH,2001-09-10
600323,瀚蓝环境,SH,2000-12-25
600325,华发股份,SH,2004-02-25
600326,西藏天路,SH,2001-01-16
600327,大东方,SH,2002-06-25
600328,中盐化工,SH,2000-12-22
600329,达仁堂,SH,2001-06-06
600330,天通股份,SH,2001-01-18
600331,宏达股份,SH,2001-12-20
600332,白云山,SH,2001-02-06
600333,长春燃气,SH,2000-12-11
600335,国机汽车,SH,2001-03-05
600336,澳柯玛,SH,2000-12-29
600337,美克家居,SH,2000-11-27
600338,西藏珠峰,SH,2000-12-27
600339,中油工程,SH,2000-12-25
600340,华夏幸福,SH,2003-12-30
600343,航天动力,SH,2003-04-08
600345,长江通信,SH,2000-12-22
600346,恒力石化,SH,2001-08-20
600348,华阳股份,SH,2003-08-21
600350,山东高速,SH,2002-03-18
600351,亚宝药业,SH,2002-09-26
600352,浙江龙盛,SH,2003-08-01
600353,旭光电子,SH,2002-11-20
600354,敦煌种业,SH,2004-01-15
600355,*ST精伦,SH,2002-06-13
600356,恒丰纸业,SH,2001-04-19
600357,承德钒钛,SH,
600358,ST联合,SH,2000-09-22
600359,新农开发,SH,1999-04-29
600360,*ST华微,SH,2001-03-16
600361,创新新材,SH,2001-11-29
600362,江西铜业,SH,2002-01-11
600363,联创光电,SH,2001-03-29
600365,ST通葡,SH,2001-01-15
600366,宁波韵升,SH,2000-10-30
600367,红星发展,SH,2001-03-20
600368,五洲交通,SH,2000-12-21
600369,西南证券,SH,2001-01-09
600370,三房巷,SH,2003-03-06
600371,万向德农,SH,2002-09-16
600372,中航机载,SH,2001-07-06
600373,中文传媒,SH,2002-03-04
600375,汉马科技,SH,2003-04-01
600376,首开股份,SH,2001-03-12
600377,宁沪高速,SH,2001-01-16
600378,昊华科技,SH,2001-01-11
600379,宝光股份,SH,2002-01-16
600380,健康元,SH,2001-06-08
600381,*ST春天,SH,2001-05-08
600382,广东明珠,SH,2001-01-18
600383,金地集团,SH,2001-04-12
600385,退市金泰,SH,
600386,北巴传媒,SH,2001-02-16
600387,退市海越,SH,2004-02-18
600388,龙净环保,SH,2000-12-29
600389,江山股份,SH,2001-01-10
600390,五矿资本,SH,2001-01-15
600391,航发科技,SH,2001-12-12
600392,盛和资源,SH,2003-05-29
600393,ST粤泰,SH,
600395,盘江股份,SH,2001-05-31
600396,华电辽能,SH,2001-03-28
600397,安源煤业,SH,2002-07-02
600398,海澜之家,SH,2000-12-28
600399,抚顺特钢,SH,2000-12-29
600400,红豆股份,SH,2001-01-08
600401,退市海润,SH,
600403,大有能源,SH,2003-10-09
600405,动力源,SH,2004-04-01
600406,国电南瑞,SH,2003-10-16
600408,安泰集团,SH,2003-02-12
600409,三友化工,SH,2003-06-18
600410,华胜天成,SH,2004-04-27
600415,小商品城,SH,2002-05-09
600416,湘电股份,SH,2002-07-18
600418,江淮汽车,SH,2001-08-24
600419,天润乳业,SH,2001-06-28
600420,国药现代,SH,2004-06-16
600421,*ST华嵘,SH,2004-06-07
600422,昆药集团,SH,2000-12-06
600423,柳化股份,SH,2003-07-17
600425,青松建化,SH,2003-07-24
600426,华鲁恒升,SH,2002-06-20
600428,中远海特,SH,2002-04-18
600429,三元股份,SH,2003-09-15
600432,退市吉恩,SH,
600433,冠豪高新,SH,2003-06-19
600435,北方导航,SH,2003-07-04
600436,片仔癀,SH,2003-06-16
600438,通威股份,SH,2004-03-02
600439,瑞贝卡,SH,2003-07-10
600444,国机通用,SH,2004-02-19
600446,金证股份,SH,2003-12-24
600448,华纺股份,SH,2001-09-03
600449,宁夏建材,SH,2003-08-29
600452,涪陵电力,SH,2004-03-03
600455,博通股份,SH,2004-03-29
600456,宝钛股份,SH,2002-04-12
600458,时代新材,SH,2002-12-19
600459,贵研铂业,SH,2003-05-16
600460,士兰微,SH,2003-03-11
600461,洪城环境,SH,2004-06-01
600462,退市九有,SH,2003-09-03
600463,空港股份,SH,2004-03-18
600466,*ST蓝光,SH,
600467,好当家,SH,2004-04-05
600468,百利电气,SH,2001-06-15
600469,风神股份,SH,2003-10-21
600470,六国化工,SH,2004-03-05
600472,包头铝业,SH,
600475,华光环能,SH,2003-07-21
600476,湘邮科技,SH,2003-12-10
600477,杭萧钢构,SH,2003-11-10
600478,科力远,SH,2003-09-18
600479,千金药业,SH,2004-03-12
600480,凌云股份,SH,2003-08-15
600481,双良节能,SH,2003-04-22
600482,中国动力,SH,2004-07-14
600483,福能股份,SH,2004-05-31
600485,*ST信威,SH,
600486,扬农化工,SH,2002-04-25
600487,亨通光电,SH,2003-08-22
600488,津药药业,SH,2001-06-18
600489,中金黄金,SH,2003-08-14
600490,鹏欣资源,SH,2003-06-26
600491,龙元建设,SH,2004-05-24
600493,凤竹纺织,SH,2004-04-21
600495,晋西车轴,SH,2004-05-26
600496,精工钢构,SH,2002-06-05
600497,驰宏锌锗,SH,2004-04-20
600498,烽火通信,SH,2001-08-23
600499,科达制造,SH,2002-10-10
600500,中化国际,SH,2000-03-01
600501,航天晨光,SH,2001-06-15
600502,安徽建工,SH,2003-04-15
600503,华丽家族,SH,2002-07-09
600505,西昌电力,SH,2002-05-30
600506,统一股份,SH,2001-12-26
600507,方大特钢,SH,2003-09-30
600508,上海能源,SH,2001-08-29
600509,天富能源,SH,2002-02-28
600510,黑牡丹,SH,2002-06-18
600511,国药股份,SH,2002-11-27
600512,腾达建设,SH,2002-12-26
600513,联环药业,SH,2003-03-19
600515,海南机场,SH,2002-08-06
600516,方大炭素,SH,2002-08-30
600517,国网英大,SH,2003-10-10
600518,康美药业,SH,2001-03-19
600519,贵州茅台,SH,2001-08-27
600520,三佳科技,SH,2002-01-08
600521,华海药业,SH,2003-03-04
600522,中天科技,SH,2002-10-24
600523,贵航股份,SH,2001-12-27
600525,ST长园,SH,2002-12-02
600526,菲达环保,SH,2002-07-22
600527,江南高纤,SH,2003-11-27
600528,中铁工业,SH,2001-05-28
600529,山东药玻,SH,2002-06-03
600530,交大昂立,SH,2001-07-02
600531,豫光金铅,SH,2002-07-30
600532,退市未来,SH,
600533,栖霞建设,SH,2002-03-28
600535,天士力,SH,2002-08-23
600536,中国软件,SH,2002-05-17
600537,亿晶光电,SH,2003-01-23
600538,国发股份,SH,2003-01-14
600539,狮头股份,SH,2001-08-24
600540,新赛股份,SH,2004-01-07
600543,莫高股份,SH,2004-03-24
600545,卓郎智能,SH,2003-12-03
600546,山煤国际,SH,2003-07-31
600547,山东黄金,SH,2003-08-28
600548,深高速,SH,2001-12-25
600549,厦门钨业,SH,2002-11-07
600550,保变电气,SH,2001-02-28
600551,时代出版,SH,2002-09-05
600552,凯盛科技,SH,2002-11-08
600553,太行水泥,SH,
600555,退市海创,SH,
600556,天下秀,SH,2001-08-07
600557,康缘药业,SH,2002-09-18
600558,大西洋,SH,2001-02-27
600559,老白干酒,SH,2002-10-29
600560,金自天正,SH,2002-09-19
600561,江西长运,SH,2002-07-16
600562,国睿科技,SH,2003-01-28
600563,法拉电子,SH,2002-12-10
600565,ST迪马,SH,2002-07-23
600566,济川药业,SH,2001-08-22
600567,山鹰国际,SH,2001-12-18
600568,ST中珠,SH,2001-05-18
600569,安阳钢铁,SH,2001-08-20
600570,恒生电子,SH,2003-12-16
600571,信雅达,SH,2002-11-01
600572,康恩贝,SH,2004-04-12
600573,惠泉啤酒,SH,2003-02-26
600575,淮河能源,SH,2003-03-28
600576,祥源文旅,SH,2003-02-20
600577,精达股份,SH,2002-09-11
600578,京能电力,SH,2002-05-10
600579,中化装备,SH,2002-08-09
600580,卧龙电驱,SH,2002-06-06
600581,八一钢铁,SH,2002-08-16
600582,天地科技,SH,2002-05-15
600583,海油工程,SH,2002-02-05
600584,长电科技,SH,2003-06-03
600585,海螺水泥,SH,2002-02-07
600586,金晶科技,SH,2002-08-15
600587,新华医疗,SH,2002-09-27
600588,用友网络,SH,2001-05-18
600589,大位科技,SH,2001-06-12
600590,泰豪科技,SH,2002-07-03
600591,*ST上航,SH,
600592,龙溪股份,SH,2002-08-05
600593,大连圣亚,SH,2002-07-11
600594,益佰制药,SH,2004-03-23
600595,中孚实业,SH,2002-06-26
600596,新安股份,SH,2001-09-06
600597,光明乳业,SH,2002-08-28
600598,北大荒,SH,2002-03-29
600599,*ST熊猫,SH,2001-08-28
600600,青岛啤酒,SH,1993-08-27
600601,方正科技,SH,1990-12-19
600602,云赛智联,SH,1990-12-19
600603,ST广物,SH,1992-01-13
600604,市北高新,SH,1992-03-27
600605,汇通能源,SH,1992-03-27
600606,绿地控股,SH,1992-03-27
600607,上实医药,SH,
600608,*ST沪科,SH,1992-03-27
600609,金杯汽车,SH,1992-07-24
600610,中毅达,SH,1992-08-05
600611,大众交通,SH,1992-08-07
600612,老凤祥,SH,1992-08-14
600613,神奇制药,SH,1992-08-20
600614,退市鹏起,SH,
600615,丰华股份,SH,1992-09-10
600616,金枫酒业,SH,1992-09-29
600617,国新能源,SH,1992-10-13
